slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn
TCGA-W5-AA2Z-01Z-00-DX1.49AB7E33-EE0C-42DE-9EDE-91E01290BE45.svs,0,processed,2,8,7,4,False,16,4,8,2,100,True,four_pt
TCGA-W5-AA30-01A-03-TS3.43CEE268-44B1-49C6-AA78-0EFC959FEE72.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA31-01A-01-TS1.E821D3A3-4E10-4336-9E5D-8D8FEE937B9B.svs,0,processed,2,8,7,4,False,16,4,8,2,100,True,four_pt
TCGA-W5-AA31-01Z-00-DX1.59C6CCA7-943F-4058-81C0-2123C6F96B0A.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA33-01Z-00-DX1.4A6B21B2-0EE4-4433-B67C-3C97E29A335F.svs,0,processed,2,8,7,4,False,16,4,8,2,100,True,four_pt
TCGA-W5-AA34-01Z-00-DX1.FC4DD81F-FF94-4110-9A2C-9C885E8CACAE.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA36-01Z-00-DX1.3BA86FC3-7B7F-462B-A220-D23F295A2E95.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA38-01A-01-TSA.87432545-5F32-411B-942A-E4ADF8CC6AC3.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA38-01Z-00-DX1.84893B97-DE21-449D-83C4-9233D461A11F.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA39-01A-01-TS1.69BA9FA7-0E57-4862-8A11-62570DF1A8C0.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W5-AA39-01Z-00-DX1.319835AC-855E-4D24-8DDF-DDE5A72DAE63.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W6-AA0S-01A-01-TSA.B5B0E8A3-CF2B-4C64-8BB9-2735170C19D1.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W6-AA0S-01Z-00-DX1.B8B9641D-CF45-42D1-A08C-898DCE0BEE09.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W6-AA0T-01A-03-TSC.42C3C6AD-E2C4-4BE7-A16C-21AB9BFB116B.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-W6-AA0T-01Z-00-DX1.7B6C4BED-EFFE-46A3-9C37-1267E05C4DE8.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-WD-A7RX-01A-01-TSA.45E6186F-0AEC-4403-AFE9-0B8630E8D225.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-WD-A7RX-01Z-00-DX1.9489CBFD-8D05-46C9-B6A3-55684E29862A.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-ZD-A8I3-01A-01-TSA.0925713D-CE8D-4090-8886-DD6C2693E020.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-ZD-A8I3-01Z-00-DX1.ECD6891B-38C1-4A52-97C1-ABAD5BB43D6A.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-ZH-A8Y1-01Z-00-DX1.2FE51BA7-9B4D-48B3-AB81-9C744DBA13A4.svs,0,processed,2,8,7,4,False,16,4,8,2,100,True,four_pt
TCGA-ZH-A8Y2-01Z-00-DX1.AF4DA602-F161-4461-9371-B2A3D9E745D0.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-ZH-A8Y4-01Z-00-DX1.80DEF07F-1DDD-4998-82FC-C5CC68904D32.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-ZH-A8Y6-01Z-00-DX1.9FDB5467-91A4-43D4-BB49-AA2017E9DBA1.svs,0,processed,2,8,7,4,False,16,4,8,2,100,True,four_pt
TCGA-ZH-A8Y7-01A-02-TS2.44E6C687-F7BE-43EE-A0AE-F45392A4A3BB.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
TCGA-ZH-A8Y7-01Z-00-DX1.781FF59A-8A68-4A27-AB42-560F4BBAA1CF.svs,0,processed,2,8,7,4,False,16,4,8,2,100,True,four_pt
TCGA-ZH-A8Y8-01A-05-TSE.B924DE00-D688-4982-AE32-20BA28DEAFB0.svs,0,processed,3,8,7,4,False,16,4,8,3,100,True,four_pt
